title,isbn,isbn13,genre,pages
"after (after, #1)",1476792488,9781476792480.0,Romance,582
after anna,,,Thriller/Misterio,352
after dark,307265838,9780307265840.0,Fantasía,191
"after ever happy (after, #4)",1501106406,9781501106410.0,Romance,504
after i'm gone,62083392,9780062083400.0,Thriller/Misterio,400
"after we collided (after, #2)",1476792496,9781476792490.0,Romance,649
"after we fell (after, #3)",147679250X,9781476792510.0,Romance,840
"after you (me before you, #2)",,,Romance,391
"after the funeral (hercule poirot, #29)",425173909,9780425173910.0,Thriller/Misterio,256
after the night,671019708,9780671019710.0,Romance,400
after the quake,375713271,9780375713280.0,Literatura clásica,132
"afterburn (jax & gia, #1)",1459245954,9781459245950.0,Romance,124
"afterlife (evernight, #4)",61284424,9780061284430.0,Juvenil (Young Adult - YA),352
"aftermath (star wars: aftermath, #1)",080417766X,9780804177660.0,Ciencia ficción,400
afterwards,307716546,9780307716540.0,Thriller/Misterio,384
afterworlds (afterworlds #1),1481422340,9781481422340.0,Juvenil (Young Adult - YA),597
"again the magic (wallflowers, #0)",380811081,9780380811080.0,Romance,384
"against all enemies (max moore, #1)",399157301,9780399157300.0,Thriller/Misterio,672
against a dark background,1857230310,9781857230310.0,Ciencia ficción,488
"agamemnon (oresteia, #1)",521010756,9780521010760.0,Teatro,158
agent to the stars,1596060204,9781596060200.0,Ciencia ficción,282
"agents of light and darkness (nightside, #2)",441011136,9780441011130.0,Fantasía,240
agnes grey,140432108,9780140432110.0,Literatura clásica,208
agnes and the hitman,312363044,9780312363050.0,Romance,400
"ahab's wife, or the star-gazer",60838744,9780060838740.0,Ficción histórica,704
ain't she sweet,749935081,9780749935080.0,Romance,464
"airborn (matt cruse, #1)",60531827,9780060531830.0,Aventuras,544
airframe,99556316,9780099556310.0,Thriller/Misterio,431
"airhead (airhead, #1)",545040523,9780545040520.0,Juvenil (Young Adult - YA),295
airman,141383356,9780141383350.0,Aventuras,416
airport,425176088,9780425176080.0,Thriller/Misterio,440
"akira, vol. 1",1569714983,9781569714980.0,Ciencia ficción,364
"al capone does my shirts (al capone at alcatraz, #1)",142403709,9780142403710.0,Juvenil (Young Adult - YA),240
"alanna: the first adventure (song of the lioness, #1)",689878559,9780689878560.0,Fantasía,274
"alas, babylon",60741872,9780060741880.0,Ciencia ficción,323
"alcatraz versus the evil librarians (alcatraz, #1)",439925509,9780439925500.0,Fantasía,308
aleph,,9788575425770.0,Filosofía,272
"alert (michael bennett, #8)",316407038,9780316407040.0,Thriller/Misterio,352
"alex cross's trial (alex cross, #15)",316070629,9780316070620.0,Thriller/Misterio,384
"alex cross, run (alex cross, #20)",316097527,9780316097530.0,Thriller/Misterio,416
alexander hamilton,143034758,9780143034760.0,Biografía/Autobiografía,818
"alexander and the terrible, horrible, no good, very bad day",689711735,9780689711730.0,Literatura infantil,32
alias grace,3442723434,9783442723430.0,Ficción histórica,468
alice in wonderland,517223627,9780517223630.0,Literatura infantil,160
"alice in zombieland (white rabbit chronicles, #1)",373210582,9780373210590.0,Fantasía,416
"alice in the country of hearts, vol. 01 (alice in the country of hearts, #1)",1427817693,9781427817690.0,Fantasía,192
alice's adventures in wonderland,,,Literatura infantil,200
alice's adventures in wonderland & other stories,1435122941,9781435122950.0,Literatura infantil,352
alice's adventures in wonderland & through the looking-glass,451527747,9780451527740.0,Literatura infantil,239
alice's adventures in wonderland: a pop-up adaptation,689847432,9780689847430.0,Literatura infantil,12
alien,2290011150,9782290011160.0,Ciencia ficción,284
"alienated (alienated, #1)",1423170288,9781423170280.0,Juvenil (Young Adult - YA),320
alif the unseen,802120202,9780802120200.0,Fantasía,433
alive: the story of the andes survivors,038000321X,9780380003210.0,Aventuras,352
all around the town,1416516727,9781416516730.0,Thriller/Misterio,368
all but my life: a memoir,809015803,9780809015800.0,Biografía/Autobiografía,246
"all creatures great and small (all creatures great and small, #1-2)",312965788,9780312965780.0,Biografía/Autobiografía,448
all fall down,145161778X,9781451617790.0,Thriller/Misterio,336
"all fall down (embassy row, #1)",545654742,9780545654750.0,Juvenil (Young Adult - YA),304
all families are psychotic,1582342156,9781582342150.0,Desconocido,291
all he ever wanted,316010367,9780316010370.0,Romance,384
all i really need to know i learned in kindergarten,034546639X,9780345466400.0,Desarrollo personal,196
"all i want is everything (gossip girl, #3)",316912123,9780316912130.0,Juvenil (Young Adult - YA),240
"all in (the blackstone affair, #2)",,,Romance,356
all marketers are liars: the power of telling authentic stories in a low-trust world,1591841003,9781591841000.0,Negocios y economía,240
all my friends are dead,811874559,9780811874560.0,Humor (No listado),96
all my puny sorrows,345808002,9780345808000.0,Desconocido,321
all my sons,141185465,9780141185460.0,Teatro,84
all our yesterdays,1423176375,9781423176370.0,Ciencia ficción,464
all over but the shoutin',679774025,9780679774020.0,Biografía/Autobiografía,329
all quiet on the western front,449213943,9780449213940.0,Literatura clásica,296
all souls: a family story from southie,034544177X,9780345441780.0,Historia,400
"all that remains (kay scarpetta, #3)",684193957,9780684193950.0,Thriller/Misterio,416
all things bright and beautiful (all creatures great and small),312330863,9780312330870.0,Biografía/Autobiografía,436
all things wise and wonderful,312335288,9780312335280.0,Biografía/Autobiografía,448
"all together dead (sookie stackhouse, #7)",441014941,9780441014940.0,Fantasía,324
"all tomorrow's parties (bridge, #3)",425190447,9780425190450.0,Ciencia ficción,336
all you need is kill,1421527618,9781421527610.0,Ciencia ficción,201
all the birds in the sky,765379945,9780765379950.0,Fantasía,313
all the bright places,385755880,9780385755890.0,Juvenil (Young Adult - YA),388
all the king's men,156004801,9780156004800.0,Literatura clásica,656
all the light we cannot see,1476746583,9781476746590.0,Ficción histórica,531
all the missing girls,,,Thriller/Misterio,384
all the names,156010593,9780156010600.0,Desconocido,244
all the president's men,1416522913,9781416522910.0,Historia,368
"all the pretty horses (the border trilogy, #1)",679744398,9780679744400.0,Literatura clásica,302
all the ugly and wonderful things,1250074134,9781250074130.0,Desconocido,448
"all the weyrs of pern (pern, #11)",345419359,9780345419350.0,Fantasía,528
"all-american girl (all-american girl, #1)",64472779,9780064472780.0,Juvenil (Young Adult - YA),240
"all-star superman, vol. 1",1401209149,9781401209150.0,Aventuras,160
"all-star superman, vol. 2",1401218377,9781401218380.0,Aventuras,160
"all-of-a-kind family (all-of-a-kind family, #1)",385732953,9780385732960.0,Literatura infantil,192
"allegiant (divergent, #3)",7524277,9780007524270.0,Juvenil (Young Adult - YA),526
"allies of the night (cirque du freak, #8)",316106534,9780316106540.0,Fantasía,192
almost french: love and a new life in paris,1592400825,9781592400830.0,Biografía/Autobiografía,291
"almost heaven (sequels, #3)",671011332,9780671011340.0,Romance,576
"aloha from hell (sandman slim, #3)",61714321,9780061714320.0,Fantasía,384
"alone (detective d.d. warren, #1)",553584537,9780553584530.0,Thriller/Misterio,464
"along came a spider (alex cross, #1)",446692638,9780446692630.0,Thriller/Misterio,435
along for the ride,670011940,9780670011940.0,Juvenil (Young Adult - YA),383
altar of eden,61231428,9780061231420.0,Thriller/Misterio,368
"altered (altered, #1)",316197084,9780316197080.0,Juvenil (Young Adult - YA),336
"altered carbon (takeshi kovacs, #1)",345457692,9780345457690.0,Ciencia ficción,544
"alvin journeyman (tales of alvin maker, #4)",312850530,9780312850530.0,Fantasía,400
always looking up: the adventures of an incurable optimist,1401303382,9781401303390.0,Biografía/Autobiografía,288
"always you (best friend, #1)",,,Romance,270
amadeus,60935499,9780060935500.0,Teatro,118
amazing grace,803710402,9780803710400.0,Literatura infantil,32
amazonia,60002492,9780060002500.0,Aventuras,464
amelia bedelia  (amelia bedelia #1),64441555,9780064441550.0,Literatura infantil,64
amelia bedelia and the surprise shower,64440192,9780064440200.0,Literatura infantil,64
america (the book): a citizen's guide to democracy inaction,713998946,9780713998950.0,Humor (No listado),256
america's first daughter,62347268,9780062347270.0,Ficción histórica,624
"american assassin (mitch rapp, #1)",141659518X,9781416595180.0,Thriller/Misterio,435
american born chinese,1596431520,9781596431520.0,Juvenil (Young Adult - YA),240
"american gods (american gods, #1)",747263744,9780747263750.0,Fantasía,635
american lion: andrew jackson in the white house,1400063256,9781400063250.0,Biografía/Autobiografía,483
"american pastoral (the american trilogy, #1)",99771810,9780099771810.0,Literatura clásica,423
american psycho,679735771,9780679735780.0,Horror,399
american sniper: the autobiography of the most lethal sniper in u.s. military history,62107062,9780062107060.0,Biografía/Autobiografía,381
american sphinx: the character of thomas jefferson,679764410,9780679764410.0,Biografía/Autobiografía,449
"american tabloid (underworld usa, #1)",037572737X,9780375727380.0,Thriller/Misterio,579
"american vampire, vol. 1",1401228305,9781401228310.0,Horror,192
american wife,1400064759,9781400064760.0,Ficción histórica,555
american on purpose: the improbable adventures of an unlikely patriot,61719544,9780061719550.0,Biografía/Autobiografía,304
americanah,307271080,9780307271080.0,Desconocido,477
amerika,805210644,9780805210640.0,Literatura clásica,304
among others,076532153X,9780765321530.0,Fantasía,302
"among the barons (shadow children, #4)",689839103,9780689839110.0,Juvenil (Young Adult - YA),181
"among the betrayed (shadow children, #3)",689839057,9780689839050.0,Juvenil (Young Adult - YA),168
"among the brave (shadow children, #5)",689857950,9780689857960.0,Juvenil (Young Adult - YA),208
"among the enemy (shadow children, #6)",689857977,9780689857970.0,Juvenil (Young Adult - YA),208
"among the hidden (shadow children, #1)",1416924981,9781416924980.0,Juvenil (Young Adult - YA),153
"among the impostors (shadow children, #2)",689839081,9780689839080.0,Juvenil (Young Adult - YA),170
"among the mad (maisie dobbs, #6)",1427206058,9781427206050.0,Thriller/Misterio,356
among the ten thousand things,812995228,9780812995220.0,Desconocido,304
"amphigorey (amphigorey, #1)",399504338,9780399504330.0,Arte y fotografía,224
amsterdam,385494246,9780385494240.0,Literatura clásica,193
amusing ourselves to death: public discourse in the age of show business,014303653X,9780143036530.0,Ensayo,208
amy & roger's epic detour,1416990658,9781416990660.0,Juvenil (Young Adult - YA),343
amy and isabelle,375705198,9780375705200.0,Desconocido,324
an abundance of katherines,525476881,9780525476890.0,Juvenil (Young Adult - YA),227
"an acceptable time (a wrinkle in time quintet, #5)",440208149,9780440208140.0,Juvenil (Young Adult - YA),352
an american tragedy,451527704,9780451527710.0,Literatura clásica,912
an anthropologist on mars: seven paradoxical tales,330343475,9780330343470.0,Psicología,336
"an army at dawn: the war in north africa, 1942-1943 (world war ii liberation trilogy, #1)",805062882,9780805062880.0,Historia,752
an artist of the floating world,571225365,9780571225360.0,Ficción histórica,206
an astronaut's guide to life on earth,316253014,9780316253020.0,Biografía/Autobiografía,304
"an echo in the bone (outlander, #7)",752898477,9780752898480.0,Ficción histórica,814
"an echo in the darkness (mark of the lion, #2)",842313079,9780842313070.0,Ficción histórica,576
"an ember in the ashes (an ember in the ashes, #1)",1595148035,9781595148030.0,Fantasía,446
an enquiry concerning human understanding,1420926993,9781420927000.0,Filosofía,112
an essay concerning human understanding,1406790273,9781406790280.0,Filosofía,588
"an ice cold grave (harper connelly, #3)",425217299,9780425217290.0,Fantasía,292
an ideal husband,048641423X,9780486414230.0,Teatro,64
"an illustrated life: drawing inspiration from the private sketchbooks of artists, illustrators and designers",1600610862,9781600610870.0,Arte y fotografía,272
"an incomplete revenge (maisie dobbs, #5)",719569516,9780719569520.0,Thriller/Misterio,344
an innocent client,,,Thriller/Misterio,384
an instance of the fingerpost,1573227951,9781573227960.0,Ficción histórica,691
"an invisible thread: the true story of an 11-year-old panhandler, a busy sales executive, and an unlikely meeting with destiny",,,Biografía/Autobiografía,272
an object of beauty,446573647,9780446573640.0,Desconocido,304
an occurrence at owl creek bridge,874068134,9780874068140.0,Literatura clásica,48
"an offer from a gentleman (bridgertons, #3)",380815583,9780380815590.0,Romance,384
an officer and a spy,385349580,9780385349580.0,Ficción histórica,496
an old-fashioned girl,1406501069,9781406501060.0,Literatura clásica,380
an unquiet mind: a memoir of moods and madness,679763309,9780679763310.0,Biografía/Autobiografía,224
an untamed state,802122515,9780802122510.0,Desconocido,369
anansi boys,60515198,9780060515200.0,Fantasía,387
"anastasia krupnik (anastasia krupnik, #1)",553153382,9780553153380.0,Literatura infantil,128
anathem,61474096,9780061474100.0,Ciencia ficción,937
anatomy for the artist,1402735421,9781402735420.0,Arte y fotografía,256
anatomy of the spirit: the seven stages of power and healing,609800140,9780609800140.0,Religión y espiritualidad,320
"ancestors of avalon (avalon, #5)",451460286,9780451460290.0,Fantasía,464
ancillary justice (imperial radch #1),031624662X,9780316246620.0,Ciencia ficción,416
ancillary mercy (imperial radch #3),356502422,9780356502430.0,Ciencia ficción,352
"ancillary sword (imperial radch, #2)",316246654,9780316246650.0,Ciencia ficción,368
and another thing...,1401323588,9781401323580.0,Ciencia ficción,358
and ladies of the club,425174409,9780425174400.0,Ficción histórica,1176
and then there were none,312330871,9780312330870.0,Thriller/Misterio,264
